"","GTR","Name","Gene","...4","...5"
"594","GTR000592365.1","GenServLab","ST3GAL3 (1p34.1)","Developmental and epileptic encephalopathy, 15","Germline"
"595","GTR000592365.1","GenServLab","ST3GAL5 (2p11.2)","GM3 synthase deficiency","Germline"
"596","GTR000592365.1","GenServLab","STXBP1 (9q34.11)","Developmental and epileptic encephalopathy, 4

Developmental and epileptic encephalopathy, 5","Germline"
"597","GTR000592365.1","GenServLab","SYNGAP1 (6p21.32)","Intellectual disability, autosomal dominant 5","Germline"
"598","GTR000592365.1","GenServLab","SYNJ1 (21q22.11)","Not reported","Not-reported"
"599","GTR000592365.1","GenServLab","SZT2 (1p34.2)","Developmental and epileptic encephalopathy, 18","Germline"
"600","GTR000592365.1","GenServLab","TBC1D24 (16p13.3)","Developmental and epileptic encephalopathy, 16

Familial infantile myoclonic epilepsy","Germline"
"601","GTR000592365.1","GenServLab","TIMM50 (19q13.2)","Not reported","Not-reported"
"602","GTR000592365.1","GenServLab","TRAK1 (3p22.1)","Not reported","Not-reported"
"603","GTR000592365.1","GenServLab","UBA5 (3q22.1)","Not reported","Not-reported"
"604","GTR000592365.1","GenServLab","UGDH (4p14)","Not reported","Not-reported"
"605","GTR000592365.1","GenServLab","UGP2 (2p15)","Not reported","Not-reported"
"606","GTR000592365.1","GenServLab","WDR45 (Xp11.23)","Neurodegeneration with brain iron accumulation 5","Germline"
"607","GTR000592365.1","GenServLab","WWOX (16q23.1-23.2)","Developmental and epileptic encephalopathy, 28","Germline"
"608","GTR000592365.1","GenServLab","YWHAG (7q11.23)","Not reported","Not-reported"
"609","GTR000592365.1","GenServLab","ZEB2 (2q22.3)","Mowat-Wilson syndrome","Germline"
"610","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","AARS1 (16q22.1)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"611","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ACTL6B (7q22.1)","Not reported","Not-reported"
"612","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ADAM22 (7q21.12)","Not reported","Not-reported"
"613","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ADARB1 (21q22.3)","Not reported","Not-reported"
"614","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ALDH7A1 (5q23.2)","Epilepsy","Germline"
"615","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ALG13 (Xq23)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"616","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","AP3B2 (15q25.2)","Not reported","Not-reported"
"617","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ARFGEF2 (20q13.13)","Developmental and epileptic encephalopathy 94","Germline"
"618","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ARHGEF15 (17p13.1)","Not reported","Not-reported"
"619","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ARHGEF9 (Xq11.1)","Developmental and epileptic encephalopathy, 8","Germline"
"620","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ARV1 (1q42.2)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"621","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ARX (Xp21.3)","West syndrome","Germline"
"622","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","BRAT1 (7p22.3)","Not reported","Not-reported"
"623","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CACNA1A (19p13.13)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"624","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CACNA1E (1q25.3)","Not reported","Not-reported"
"625","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CACNA2D2 (3p21.31)","Developmental and epileptic encephalopathy 94","Germline"
"626","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CAD (2p23.3)","Not reported","Not-reported"
"627","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CASK (Xp11.4)","FG syndrome 1

Intellectual disability, CASK-related, X-linked

Syndromic X-linked intellectual disability Najm type","Germline"
"628","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CDK19 (6q21)","Not reported","Not-reported"
"629","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CDKL5 (Xp22.13)","Developmental and epileptic encephalopathy, 2","Germline"
"630","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CHD2 (15q26.1)","Developmental and epileptic encephalopathy 94","Germline"
"631","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CLCN4 (Xp22.2)","Developmental and epileptic encephalopathy 94","Germline"
"632","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CNPY3 (6p21.1)","Not reported","Not-reported"
"633","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CPLX1 (4p16.3)","Not reported","Not-reported"
"634","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CUX2 (12q24.11-24.12)","Not reported","Not-reported"
"635","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","CYFIP2 (5q33.3)","Not reported","Not-reported"
"636","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","DALRD3 (3p21.31)","Not reported","Not-reported"
"637","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","DENND5A (11p15.4)","Not reported","Not-reported"
"638","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","DMXL2 (15q21.2)","Not reported","Not-reported"
"639","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","DNM1 (9q34.11)","Developmental and epileptic encephalopathy, 31A","Germline"
"640","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","DOCK7 (1p31.3)","Developmental and epileptic encephalopathy, 27","Germline"
"641","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","DYRK1A (21q22.13)","DYRK1A-related intellectual disability syndrome","Germline"
"642","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","EEF1A2 (20q13.33)","Developmental and epileptic encephalopathy 94","Germline"
"643","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","EFHC1 (6p12.2)","Juvenile myoclonic epilepsy

Pyridoxine-dependent epilepsy","Germline"
"644","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ETHE1 (19q13.31)","Ethylmalonic encephalopathy","Germline"
"645","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","FARS2 (6p25.1)","Not reported","Not-reported"
"646","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","FGF12 (3q28-29)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"647","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","FRRS1L (9q31.3)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"648","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GABBR2 (9q22.33)","Not reported","Not-reported"
"649","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GABRA1 (5q34)","Developmental and epileptic encephalopathy, 19","Germline"
"650","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GABRA2 (4p12)","Not reported","Not-reported"
"651","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GABRA5 (15q12)","Not reported","Not-reported"
"652","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GABRB1 (4p12)","Not reported","Not-reported"
"653","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GABRB2 (5q34)","Not reported","Not-reported"
"654","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GABRB3 (15q12)","Epilepsy, childhood absence, susceptibility to, 5

Typical absence seizure","Germline"
"655","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GABRG2 (5q34)","Not reported","Not-reported"
"656","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GAD1 (2q31.1)","Not reported","Not-reported"
"657","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GLS (2q32.2)","Not reported","Not-reported"
"658","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GNAO1 (16q13)","Developmental and epileptic encephalopathy 94","Germline"
"659","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GNB5 (15q21.2)","Not reported","Not-reported"
"660","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GOT2 (16q21)","Not reported","Not-reported"
"661","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GPHN (14q23.3-24.1)","Not reported","Not-reported"
"662","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GRIN2A (16p13.2)","Landau-Kleffner syndrome","Germline"
"663","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GRIN2B (12p13.1)","Developmental and epileptic encephalopathy, 27","Germline"
"664","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","GRIN2D (19q13.33)","Not reported","Not-reported"
"665","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","HCN1 (5p12)","Developmental and epileptic encephalopathy, 24","Germline"
"666","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","HNRNPU (1q44)","Not reported","Not-reported"
"667","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ITPA (20p13)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"668","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","KCNA2 (1p13.3)","Developmental and epileptic encephalopathy, 32","Germline"
"669","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","KCNB1 (20q13.13)","Developmental and epileptic encephalopathy, 26","Germline"
"670","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","KCNH5 (14q23.2)","Developmental and epileptic encephalopathy 94","Germline"
"671","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","KCNQ2 (20q13.33)","Developmental and epileptic encephalopathy, 7","Germline"
"672","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","KCNQ3 (8q24.22)","Not reported","Not-reported"
"673","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","KCNT1 (9q34.3)","Developmental and epileptic encephalopathy, 14","Germline"
"674","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","KCNT2 (1q31.3)","Not reported","Not-reported"
"675","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","MAGI2 (7q21.11)","Not reported","Not-reported"
"676","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","MDH1 (2p15)","Not reported","Not-reported"
"677","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","MDH2 (7q11.23)","Not reported","Not-reported"
"678","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","MECP2 (Xq28)","Not reported","Not-reported"
"679","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","NECAP1 (12p13.31)","Developmental and epileptic encephalopathy, 21","Germline"
"680","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","NEUROD2 (17q12)","Not reported","Not-reported"
"681","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","NPRL3 (16p13.3)","Not reported","Not-reported"
"682","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","NSF (17q21.31)","Not reported","Not-reported"
"683","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","NTRK2 (9q21.33)","Not reported","Not-reported"
"684","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PACS2 (14q32.33)","Not reported","Not-reported"
"685","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PARS2 (1p32.3)","Not reported","Not-reported"
"686","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PCDH19 (Xq22.1)","Developmental and epileptic encephalopathy, 9","Germline"
"687","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PHACTR1 (6p24.1)","Not reported","Not-reported"
"688","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PIGA (Xp22.2)","Not reported","Not-reported"
"689","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PIGB (15q21.3)","Not reported","Not-reported"
"690","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PIGN (18q21.33)","Not reported","Not-reported"
"691","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PIGQ (16p13.3)","Not reported","Not-reported"
"692","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PLCB1 (20p12.3)","Developmental and epileptic encephalopathy, 12","Germline"
"693","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PLPBP (8p11.23)","Not reported","Not-reported"
"694","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PNKP (19q13.33)","Microcephaly, seizures, and developmental delay","Germline"
"695","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PNPO (17q21.32)","Not reported","Not-reported"
"696","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","POLG (15q26.1)","Progressive external ophthalmoplegia","Germline"
"697","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PPP3CA (4q24)","Not reported","Not-reported"
"698","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","PRRT2 (16p11.2)","Not reported","Not-reported"
"699","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","RALGAPA1 (14q13.2)","Not reported","Not-reported"
"700","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","RHOBTB2 (8p21.3)","Not reported","Not-reported"
"701","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","RNF13 (3q25.1)","Not reported","Not-reported"
"702","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SCN1A (2q24.3)","Generalized epilepsy with febrile seizures plus, type 2","Germline"
"703","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SCN1B (19q13.11)","Not reported","Not-reported"
"704","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SCN2A (2q24.3)","Developmental and epileptic encephalopathy, 11","Germline"
"705","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SCN3A (2q24.3)","Not reported","Not-reported"
"706","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SCN8A (12q13.13)","Developmental and epileptic encephalopathy, 13","Germline"
"707","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SETD1A (16p11.2)","Not reported","Not-reported"
"708","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SIK1 (21q22.3)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"709","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SLC12A5 (20q13.12)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"710","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SLC13A5 (17p13.1)","Developmental and epileptic encephalopathy, 25","Germline"
"711","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SLC1A2 (11p13)","Early infantile epileptic encephalopathy with suppression bursts","Germline"
"712","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SLC1A4 (2p14)","Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome","Germline"
"713","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SLC25A12 (2q31.1)","Not reported","Not-reported"
"714","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SLC25A22 (11p15.5)","Early myoclonic encephalopathy","Germline"
"715","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SLC2A1 (1p34.2)","Encephalopathy due to GLUT1 deficiency","Germline"
"716","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SLC35A2 (Xp11.23)","Not reported","Not-reported"
"717","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SMC1A (Xp11.22)","Not reported","Not-reported"
"718","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SPTAN1 (9q34.11)","Developmental and epileptic encephalopathy, 4

Developmental and epileptic encephalopathy, 5","Germline"
"719","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ST3GAL3 (1p34.1)","Developmental and epileptic encephalopathy, 15","Germline"
"720","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ST3GAL5 (2p11.2)","GM3 synthase deficiency","Germline"
"721","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","STXBP1 (9q34.11)","Developmental and epileptic encephalopathy, 4

Developmental and epileptic encephalopathy, 5","Germline"
"722","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SYNGAP1 (6p21.32)","Intellectual disability, autosomal dominant 5","Germline"
"723","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SYNJ1 (21q22.11)","Not reported","Not-reported"
"724","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","SZT2 (1p34.2)","Developmental and epileptic encephalopathy, 18","Germline"
"725","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","TBC1D24 (16p13.3)","Developmental and epileptic encephalopathy, 16

Familial infantile myoclonic epilepsy","Germline"
"726","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","TIMM50 (19q13.2)","Not reported","Not-reported"
"727","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","TRAK1 (3p22.1)","Not reported","Not-reported"
"728","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","UBA5 (3q22.1)","Not reported","Not-reported"
"729","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","UGDH (4p14)","Not reported","Not-reported"
"730","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","UGP2 (2p15)","Not reported","Not-reported"
"731","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","WDR45 (Xp11.23)","Neurodegeneration with brain iron accumulation 5","Germline"
"732","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","WWOX (16q23.1-23.2)","Developmental and epileptic encephalopathy, 28","Germline"
"733","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","YWHAG (7q11.23)","Not reported","Not-reported"
"734","GTR000500153.12","Early Infantile Epileptic Encephalopathy Panel","ZEB2 (2q22.3)","Mowat-Wilson syndrome","Germline"
"735","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","ACTB (7p22.1)","Baraitser-Winter syndrome","Somatic"
"736","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","AKT1 (14q32.33)","Proteus syndrome","Somatic"
"737","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","AKT3 (1q43-44)","Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2","Somatic"
"738","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","ARFGEF2 (20q13.13)","Periventricular heterotopia with microcephaly, autosomal recessive","Germline"
"739","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","BRAF (7q34)","RASopathy","Germline"
"740","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","CCM2 (7p13)","Cerebral cavernous malformation","Germline"
"741","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","CCND2 (12p13.32)","Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3","Germline"
"742","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","CDKL5 (Xp22.13)","Developmental and epileptic encephalopathy, 2","Germline"
"743","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","DCX (Xq23)","Lissencephaly","Germline"
"744","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","DEPDC5 (22q12.2-12.3)","Developmental and epileptic encephalopathy 111","Germline"
"745","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","DYNC1H1 (14q32.31)","Complex cortical dysplasia with other brain malformations","Germline"
"746","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","FLNA (Xq28)","Heterotopia, periventricular, X-linked dominant","Germline"
"747","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","GABRA1 (5q34)","Developmental and epileptic encephalopathy, 19","Germline"
"748","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","GABRG2 (5q34)","Developmental and epileptic encephalopathy, 74","Germline"
"749","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","GRIN2B (12p13.1)","Developmental and epileptic encephalopathy, 27","Germline"
"750","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","KCNQ2 (20q13.33)","Developmental and epileptic encephalopathy, 7","Germline"
"751","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","KIF5C (2q23.1-23.2)","Complex cortical dysplasia with other brain malformations 2","Germline"
"752","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","MECP2 (Xq28)","Severe neonatal-onset encephalopathy with microcephaly","Germline"
"753","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","MTOR (1p36.22)","Isolated focal cortical dysplasia type II","Germline"
"754","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","NACC1 (19p13.13)","Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination","Germline"
"755","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","NPRL2 (3p21.31)","Epilepsy, familial focal, with variable foci 2","Germline"
"756","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","NPRL3 (16p13.3)","Epilepsy, familial focal, with variable foci 3","Somatic"
"757","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","PAFAH1B1 (17p13.3)","Lissencephaly","Germline"
"758","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","PCDH19 (Xq22.1)","Developmental and epileptic encephalopathy, 9","Germline"
"759","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","PIK3CA (3q26.32)","Megalencephaly-capillary malformation-polymicrogyria syndrome","Germline"
"760","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","PIK3R2 (19p13.11)","Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1","Germline"
"761","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","PRKACA (19p13.12)","Cardioacrofacial dysplasia 1","Germline"
"762","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","PRKACB (1p31.1)","Cardioacrofacial dysplasia 2","Germline"
"763","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","PTEN (10q23.31)","PTEN hamartoma tumor syndrome","Germline"
"764","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","RHEB (7q36.1)","Isolated focal cortical dysplasia type II","Germline"
"765","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","RPS6 (9p22.1)","Epilepsy","Somatic"
"766","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","SCN1A (2q24.3)","Developmental and epileptic encephalopathy 6B","Germline"
"767","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","SCN2A (2q24.3)","Developmental and epileptic encephalopathy, 11","Germline"
"768","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","SLC35A2 (Xp11.23)","Congenital disorder of glycosylation","Germline"
"769","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","SMO (7q32.1)","Curry-Jones syndrome","Somatic"
"770","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","TSC1 (9q34.13)","Tuberous sclerosis syndrome","Germline"
"771","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","TSC2 (16p13.3)","Tuberous sclerosis syndrome","Germline"
"772","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","TUBA1A (12q13.12)","Lissencephaly","Germline"
"773","GTR000613140.3","Cortical Malformations and Epilepsy Panel with interpretation","TUBB2B (6p25.2)","Complex cortical dysplasia with other brain malformations 7","Germline"
"774","GTR000569188.16","Genomic Unity Epilepsy Analysis","AARS1 (16q22.1)","Epilepsy","Germline"
"775","GTR000569188.16","Genomic Unity Epilepsy Analysis","ABAT (16p13.2)","Epilepsy","Germline"
"776","GTR000569188.16","Genomic Unity Epilepsy Analysis","ABCD1 (Xq28)","Epilepsy","Germline"
"777","GTR000569188.16","Genomic Unity Epilepsy Analysis","ACY1 (3p21.2)","Epilepsy","Germline"
"778","GTR000569188.16","Genomic Unity Epilepsy Analysis","ADAR (1q21.3)","Epilepsy","Germline"
"779","GTR000569188.16","Genomic Unity Epilepsy Analysis","ADGRG1 (16q21)","Epilepsy","Germline"
"780","GTR000569188.16","Genomic Unity Epilepsy Analysis","ADGRV1 (5q14.3)","Epilepsy","Germline"
"781","GTR000569188.16","Genomic Unity Epilepsy Analysis","ADSL (22q13.1)","Epilepsy","Germline"
"782","GTR000569188.16","Genomic Unity Epilepsy Analysis","AFF2 (Xq28)","Epilepsy","Germline"
"783","GTR000569188.16","Genomic Unity Epilepsy Analysis","AFF3 (2q11.2)","Epilepsy","Germline"
"784","GTR000569188.16","Genomic Unity Epilepsy Analysis","AFG2A (4q28.1)","Epilepsy","Germline"
"785","GTR000569188.16","Genomic Unity Epilepsy Analysis","AFG3L2 (18p11.21)","Epilepsy","Germline"
"786","GTR000569188.16","Genomic Unity Epilepsy Analysis","AGA (4q34.3)","Epilepsy","Germline"
"787","GTR000569188.16","Genomic Unity Epilepsy Analysis","AIFM1 (Xq26.1)","Epilepsy","Germline"
"788","GTR000569188.16","Genomic Unity Epilepsy Analysis","AIMP1 (4q24)","Epilepsy","Germline"
"789","GTR000569188.16","Genomic Unity Epilepsy Analysis","ALDH3A2 (17p11.2)","Epilepsy","Germline"
"790","GTR000569188.16","Genomic Unity Epilepsy Analysis","ALDH5A1 (6p22.3)","Epilepsy","Germline"
"791","GTR000569188.16","Genomic Unity Epilepsy Analysis","ALDH7A1 (5q23.2)","Epilepsy","Germline"
"792","GTR000569188.16","Genomic Unity Epilepsy Analysis","ALG13 (Xq23)","Epilepsy","Germline"
"793","GTR000569188.16","Genomic Unity Epilepsy Analysis","ALG9 (11q23.1)","Epilepsy","Germline"
"794","GTR000569188.16","Genomic Unity Epilepsy Analysis","ALPL (1p36.12)","Epilepsy","Germline"
"795","GTR000569188.16","Genomic Unity Epilepsy Analysis","AMACR (5p13.2)","Epilepsy","Germline"
"796","GTR000569188.16","Genomic Unity Epilepsy Analysis","AMT (3p21.31)","Epilepsy","Germline"
"797","GTR000569188.16","Genomic Unity Epilepsy Analysis","ANKRD11 (16q24.3)","Epilepsy","Germline"
"798","GTR000569188.16","Genomic Unity Epilepsy Analysis","AP4B1 (1p13.2)","Epilepsy","Germline"
"799","GTR000569188.16","Genomic Unity Epilepsy Analysis","AP4E1 (15q21.2)","Epilepsy","Germline"
"800","GTR000569188.16","Genomic Unity Epilepsy Analysis","AP4M1 (7q22.1)","Epilepsy","Germline"
"801","GTR000569188.16","Genomic Unity Epilepsy Analysis","AP4S1 (14q12)","Epilepsy","Germline"
"802","GTR000569188.16","Genomic Unity Epilepsy Analysis","ARFGEF2 (20q13.13)","Epilepsy","Germline"
"803","GTR000569188.16","Genomic Unity Epilepsy Analysis","ARG1 (6q23.2)","Epilepsy","Germline"
"804","GTR000569188.16","Genomic Unity Epilepsy Analysis","ARHGEF9 (Xq11.1)","Epilepsy","Germline"
"805","GTR000569188.16","Genomic Unity Epilepsy Analysis","ARSA (22q13.33)","Epilepsy","Germline"
"806","GTR000569188.16","Genomic Unity Epilepsy Analysis","ARV1 (1q42.2)","Epilepsy","Germline"
"807","GTR000569188.16","Genomic Unity Epilepsy Analysis","ARX (Xp21.3)","Epilepsy","Germline"
"808","GTR000569188.16","Genomic Unity Epilepsy Analysis","ASAH1 (8p22)","Epilepsy","Germline"
"809","GTR000569188.16","Genomic Unity Epilepsy Analysis","ASNS (7q21.3)","Epilepsy","Germline"
